Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
362,daily-dialogue-1209-triplet-7,0,Where is 'change it' located?,"Hello , I bought a China dress in your shop this morning . Yes ? I bought one size up by mistake . Oh , did you ? I wonder if you can change it to one size down . Yes , of course . Will you come with receipt ? Then I ’ ll come to your place later in the evening , and how late is your shop open ? Until 8 o'clock madam . We are looking forward to seeing you . shop is closed",Where is 'change it' located?,gen,8 o'clock,bought one size up,seeing you,shop,3
524,dream-0230-triplet-1,0,Which goal motivates the act/action 'read this letter I've just written'?,"Jack, would you please read this letter I've just written? I'd like to have your opinion. I'd be glad to tell you what I think. If you don't think it's any good, please say so. I really want to get this job. It looks fine to me. But I have one suggestion. What is it? If I were you, I'd change the beginning. You should write about your education first. Good idea, Jack. What do you think about the second part? Well, I'm afraid it's too short. You should include much more information about your work experience. You're right. I'll change it. job cover letter write job cover letter make the cover letter better",Which goal motivates the act/action 'read this letter I've just written'?,gen,change it,like to have your opinion,work experience,write about your education,1
1754,daily-dialogue-1006-triplet-3,0,What is 'skinny latte'?,"Good morning , madam . What can I do for you ? I want some coffee . Certainly , madam . What kind of coffee do you want to have ? What have you got ? Well . We have espresso , latte , skinny latte , fancy coffee and Americano . I think I'll have a latte , please . OK . Wait a minute , please . And the sugar is right over there . ",What is 'skinny latte'?,gen,sugar,coffee,latte,Well,1
2435,mutual-1140-triplet-1,0,What is 'english would be more useful' a manner of?,"hi , judy . how did you go about changing your course ? you did history of art originally , did n't you ? no , my parents persuaded me that english would be more useful , so i took their advice . but i really did n't enjoy it and tried to change to history of art . but the course was full . the course tutor told me about the fine art . ",What is 'english would be more useful' a manner of?,gen,my parents persuaded me,changing your course,change to history of art,history of art,0
707,dream-0272-triplet-15,0,Where is 'send a letter' located?,"Pardon me. Are you familiar with this neighborhood? Well, I should be. I've lived here all my life. What are you looking for? The Post Office. Well, the nearest one is about a mile away. Oh. Well, I guess I could send a letter. There's a mail box up the street. Have you already got a stamp on that letter? Yes, I have to register it. How do I walk to the post office from here? Go up this street until you get to the main street. Then turn right and walk about four blocks or so. Thank you for your help. The post office entrance is inside a building complex with some other offices. I'm sure I'll find it. If I get lost, I'll ask again. There's an American flag out front, and a sign: The U.S. Post Office. Thanks again. Bye. know the neighborhood well use the mailbox to send the letter go to the post office",Where is 'send a letter' located?,gen,inside a building complex,main street,Post Office,find it,2
4139,dream-0007-triplet-1,0,Where is 'Mr Brown' located?,"ABC company. Can I help you? Can you put me through to Mr Brown in the Sales Department? I'm afraid Mr Brown is at a meeting at the moment. Can I leave a message? Certainly. Can you ask Mr Brown to call me at 1300-621-7865? Who is calling, please? Alan Peterson. OK. Mr Peterson. Can you repeat the phone number? That's 1300-621-7865. OK. I'll ask Mr Brown to call you as soon as the meeting is over. Thanks. Bye. ",Where is 'Mr Brown' located?,gen,repeat the phone number,meeting,help,through,1
4101,dream-0526-triplet-2,0,What does 'you fall' cause?,"Hello, Joan. Why are you late today? You are never late for work. No, I never am, but... Wow! Your coat's very dirty! Did you fall? Yes, I had a terrible experience on the underground train. Listen to this! A man came up to me and pulled out a knife. He pointed it right at me! Oh, no! Are you all right? Did he hurt you? No, he didn't hurt me, but he took my handbag. Then what happened? What did you do? I caught hold of his knife, and he pushed me to the floor. Oh, no! Why did you catch hold of his knife? That's dangerous. I don't know. I didn't think. And what did the other passengers do? Did they help you? Yes, they did. Two men ran after the robber and held him. Did the police come? Yeah. The conductor called a policeman, and he took the robber to the police station. What a story! Thank God you're all right. ",What does 'you fall' cause?,gen,catch hold of his knife,I don't know,Your coat's very dirty,they,2
1220,daily-dialogue-0028-triplet-2,0,What is 'white wine'?,"And anything to drink ? Yes , a red wine and a cup of coffee . How do you like your coffee ? With milk but without sugar , please . Then how about the wine ? Is white wine OK ? Yes , please . ",What is 'white wine'?,gen,coffee,milk,wine,please,2
2284,mutual-1018-triplet-1,0,What does 'cold weather' cause?,"hey , paul , you 're still having thanksgiving dinner at my house on thursday , right ? yeah , thanks again for the invitation . i was worried i 'd have to spend it alone after my parents announced they 'd be in finland . i think it 's strange that you 're not going with them . is it because of the cold weather in northern europe ? not exactly . i have a lot of work to do next week . ",What does 'cold weather' cause?,gen,not,you 're not going with them,having thanksgiving dinner,cold weather,1
2245,mutual-1002-triplet-7,0,What does 'started to ignore me' cause?,"hey , jenny , what 's the matter ? i was just online in a chat room with three germans . they used a lot of idioms on purpose and i did n't understand , so i asked them what they meant . then they started to ignore me and after a while i started to feel stupid . oh , you should n't . your german is really good . but it seems they were using their german ability to have fun with each other . they did n't really want to include me . well , some people are like that . that 's all . you ca n't let them bother you . one nice thing about chat room is that you can leave and go to another one . ",What does 'started to ignore me' cause?,gen,did n't really want to include me,i started to feel stupid,have fun with each other,i did n't understand,1
1852,dream-0022-triplet-5,0,What is 'fell off the desk and was broken' the social norm for?,"Bye for now. Bye. But where are you going? The bank, the supermarket and... Will you buy an exercise book for me? I guess so. But I'll go to the post office first before I go to the supermarket. Can you also buy me a pen? The one you gave me last week doesn't work now. How come? It fell off the desk and was broken. Can you be more careful with your things? Ok. Oh. Can you wait a second? What for? You are going to the post office, right? Yes, so what? Here's a letter for Sam. Can you post it? ",What is 'fell off the desk and was broken' the social norm for?,gen,buy an exercise book,doesn't work,I,more careful with your things,3
523,dream-0228-triplet-6,0,What desire is caused by 'Look at all those cars there. They'll never get in'?,"It's lucky that we rode our bike here instead of driving. It's a good job that we got here early. Look at all those cars there. They'll never get in. You'd better follow me closely. I don't want to lose you. Don't worry. I'll keep up. We go in over there. Gate B. Peter said they're pretty good tickets. Where are they? They're right behind the goal. Oh,do we have to stand up all the time? That's right. I hope we can see the match clearly. That's why we've come early. The earlier, the better. ",What desire is caused by 'Look at all those cars there. They'll never get in'?,gen,see the match clearly,Look at all those cars,bike,come early,2
2037,dream-0319-triplet-4,0,What does 'picnic' have?,"What a great day! Hey, Tom, do you want to go to the beach this weekend? Yeah, that is a great idea. Maybe Sara would like to come along with us. I doubt it. Why? You are kidding! You know, she loves watching the sea. But yesterday afternoon she told me that she would go home this Saturday. What happened? She said that her mother was ill and stayed in the hospital, and therefore she wanted to go home to see her. I am sorry to hear that. Well, What do you think? Should we take some food? That sounds great. Maybe we could have a picnic on the beach. Then let's take some sandwiches, chips, and uh...some salad as well. We should also take some drinks like Coke and beer. Good. In addition, we had better pack beach towels and sun cream. OK. Please don't forget to give me a call and let's go down together. ",What does 'picnic' have?,gen,call,sun cream,salad,picnic,2
3377,dream-0440-triplet-5,0,When does 'some music' happen?,"Did you hear Jakie's going to work in another department? We need to have a really good party so that we can send her off really well. So, what shall we do? Why don't we have a surprise party, Maggie? That's a good idea. We could go to the Holiday Inn Hotel. That's too expensive. Maybe we can ask Carrie to make a cake. Yeah, let's do that. Perhaps we could just give the party in the office and put up some balloons. That's great. I think we should also buy a really big card, a huge card, and we should get everybody to sign it. Shall we have some music? I was thinking exactly that myself. But ... ",When does 'some music' happen?,gen,give the party in the office,what shall we do,surprise party,sign it,2
1883,dream-0034-triplet-3,0,What does 'finish washing down the kitchen walls and cupboards' cause?,"David, we shouldn't sit here doing nothing. Why not? It's Saturday afternoon, isn't it? Yes, but there's so much to do around the house. It can wait. We ought to finish washing down the kitchen walls and cupboards. We can do that tomorrow. We don't have to do it today. All right. That's a good idea. Talking about washing down the kitchen-where's Bob? He's having lunch with Georgia. What! Again? He should be back soon. He shouldn't spend so much time with that girl. You must be patient, David. Nineteen's a very difficult age, you know? Yes, I know. But he ought to be studying more. B is the parent of Bob Georgia is far away",What does 'finish washing down the kitchen walls and cupboards' cause?,gen,can do that tomorrow,having lunch with Georgia,there's so much to do,he ought to be studying more,2
1447,daily-dialogue-0123-triplet-1,0,What does 'boring' cause?,"Are you still at that work ? Yes , I'm still working there . But I really find my job boring . I'd like to change my job . What sort of job do you have in mind ? I think I'm quite fit for a driver . But it's very tired . I don't care . What's your parents ' opinion ? I haven't told them . Maybe I'll make them know after the vacation . Parent opinion matters.",What does 'boring' cause?,gen,change my job,quite fit for a driver,still working,find my job boring,0
556,dream-0242-triplet-6,0,When does 'birthday celebration' happen?,"Mary, tomorrow is your mom's fiftieth birthday. Do you know? Of course I do. How shall we celebrate it? First of all a birthday present. What about buying her a beautiful skirt? That's a good idea. It would make her look younger. And a big birthday cake too, with fifty candles. That's right. Shall we have a special dinner? How about a Chinese dinner? Fine. Where should we have it? We can have it at home. I've learned to cook a few dishes from a Chinese friend. I'm sure Mom would like them. All right. Are you going to do the shopping as well? Why don't we go together, Dad? OK. When? How about this afternoon? birthday celebration daughter cooks dinner for Mom's birthday",When does 'birthday celebration' happen?,gen,have it,do the shopping,cook a few dishes,mom's fiftieth birthday,3
4133,daily-dialogue-0824-triplet-4,0,What is implied by 'trainer'?,"Excuse me . Does this hotel have a fitness facility ? Yes , we try to accommodate all needs of our patrons , including fitness . Where is your fitness facility located ? The gym is just below the lobby . Take the elevator or the stairs . You can't miss it . Is there an additional surcharge for the gym ? No , the gym is free to guests . Take your room key , however , so you can get in . What time is the gym open , and what time does it close ? The gym is open seven days a week , twenty-four hours a day . Do you offer trainer services along with the gym ? Unfortunately , no . If you want a trainer , you'll have to use another gym . no additional surcharge accessing fitness facility no trainer",What is implied by 'trainer'?,gen,can't miss it,fitness facility,you can get in,use another gym,3
2208,mutual-0078-triplet-3,0,What does 'got a call from professor wong' cause?,are you ready for the exam ? not yet . is that why you look so worry ? no . actually i 'm not worried about the exam as it still 3 days away . i just got a call from professor wong and he wants me to finish my essay tomorrow . ,What does 'got a call from professor wong' cause?,gen,he wants me to finish my essay tomorrow,finish my essay tomorrow,look so worry,not worried about the exam,0
3146,dream-0354-triplet-2,0,What is 'take an exam' obstructed by?,"Where were you yesterday? I was at home asleep. Asleep! I thought that you had to take an exam. I was sick. I had a fever. I couldn't get out of bed. You still look a little sick. You couldn't go back to bed. I'm going now. I just came here to speak to my professor. What did he tell you? He said that I'd be able to take a make-up. Well, that's all right then. Are you going straight home? I have to stop at the drugstore on the way. I need some aspirin. Do you think that you should walk that far? I have to walk. I didn't bring my car. 1 didn't think I'd be able to drive today. Well, take care of yourself. OK. Thanks. ",What is 'take an exam' obstructed by?,gen,at home asleep,couldn't get out of bed,stop at the drugstore,make-up,0
1790,daily-dialogue-1891-triplet-7,0,"What is implied by 'It looks like you have to buy tickets for us , Jason . And we're not going to see an action movie !'?","I can't believe it ! I lost . It looks like you have to buy tickets for us , Jason . And we're not going to see an action movie ! That's not fair , you got all the easy questions . I guess that's just the luck of the draw . I want a rematch . Let's play again . Sorry , not tonight ! Jason wants to see action movies They had a deal who lost will buy movie tickets","What is implied by 'It looks like you have to buy tickets for us , Jason . And we're not going to see an action movie !'?",gen,Jason wants to see action movies,luck of the draw,we're not going to see an action movie,Sorry,0
1056,mutual-0279-triplet-7,0,What is 'go and buy some fruit juice and cola and then i 'll make some coffee'?,"mike , come here , please . i 'm coming , mom . it looks like you 're very busy . is someone coming this afternoon ? yes , some of my friends are coming over this afternoon . there 's still so much to get ready . is there anything i can do to help you ? sure , i still need to get some drinks . i 'd like to have coffee , water , fruit juice and some cola . i 'll go and buy some fruit juice and cola and then i 'll make some coffee . do you know how to make coffee ? yes , aunt joan taught mary and me when we visited her last week . so i can make very nice coffee now . ",What is 'go and buy some fruit juice and cola and then i 'll make some coffee'?,gen,get ready,coffee,taught,help,3
888,dream-0600-triplet-11,0,Which goal motivates the act/action 'need to hurry'?,"Hi, Jenny. We will have our midterm exams next month. I plan to look for some important books and study at the library. Do you want to join me? Sure. I need to return some books. They are due today. Besides, I can also read some weekly publications, magazines and newspapers. Great. We can go to the swimming pool in the gymnasium after that. Sounds a good idea. Summer is approaching. Today's temperature has reached 35 degree Centigrade. Are you good at swimming? Well, that's a good question. I haven't swum for almost two years. I think I need more practice. Oh, it's almost 9. I need to hurry. I am running late now. See you after class at the gate of the library then. Bye! See you then. go to the library do well in midterm exams reach class in time cool down and relax in water",Which goal motivates the act/action 'need to hurry'?,gen,reach class in time,Bye!,do well in midterm exams reach class in time cool down and relax in water,go to the swimming pool in the gymnasium,0
2107,mutual-0014-triplet-3,0,What does 'what a long trip' cause?,"ah , we 're finally here . what a long trip ! let 's check in . so , what do you want to do now ? hmm ... let 's call it a day , ok ? i 'm beat from the drive . They arrived at a hotel",What does 'what a long trip' cause?,gen,here,a long trip,i 'm beat from the drive,beat from the drive,2
962,dream-0605-triplet-18,0,What desire is caused by 'course during the day'?,"Hi, Kevin. How is it going? Ah, not so great. What's wrong? I've got a big problem with the Shakespeare course which is required for my major. Is that all filled up? No, there's plenty of room, but I have to take the starter course before I can take Professor Miller's Shakespeare course. It is only offered in the evening. You don't like evening classes? That's not the point. I work in the cafe every evening. I need the money to pay my tuition. You can ask someone that could switch hours with you. Maybe just switch a couple of evenings since the course probably only meets two times a week. I wish I could. My boss just did me a favor by putting me on evenings. And he'll hit the ceiling if I ask to change again. Wait a minute. I have an idea. Have you checked the course over at the community college? They might offer an introductory course during the day. That's a great idea. I'm free this afternoon. I'll go over and check it out. Their courses are actually cheaper. Thanks for your advice. I'll let you know what happens. Sure. Good luck! attend the course in evening",What desire is caused by 'course during the day'?,gen,go over and check it out,putting me on evenings,take the starter course,need the money,0
1148,daily-dialogue-0007-triplet-1,0,What is 'juice'?,"A table for two , please . All right . How about this one by the window ? Thank you . It's fine . May I take your order now , sir ? What do you recommend ? We'd like some of your local specialities . Our restaurant is famous for its seafood . One cream of fish soup and two portions of prawns . Shrimp salad is our speciality , took No , I think it's enough . What would you like to drink ? A juice and a coke . Arriving at restaurant",What is 'juice'?,gen,drink,you,juice,fish soup,0
393,daily-dialogue-1228-triplet-3,0,What is implied by 'wouldn't stop talking throughout the class'?,"Hello , I'm returning your phone call . I'm glad that you could get back to me so fast . No problem , but what were you calling about ? I needed to talk to you about your son . Is he messing up in school ? He was acting up in class one day last week . What was he doing ? He wouldn't stop talking throughout the class . I don't know what's gotten into him . If you could , would you please talk to him ? I will get right on that , and I am very sorry . I really appreciate your help . ",What is implied by 'wouldn't stop talking throughout the class'?,gen,wouldn't stop talking,don't know,talk to him,messing up in school,3
3930,dream-0488-triplet-2,0,What is 'looking for a hotel.'?,"Good evening, sir, ma'am. A table for two? No, thank you. But we have a small problem. Can you help us? Sure. We are looking for a hotel. Are there any hotels near here? Yes. The nearest one is next to the bank. It's quite modern. Do you think there're any cheap ones nearby? Yes. Drive west for about two minutes and you will find one opposite to a supermarket. It's a family hotel, very comfortable, and the price is quite reasonable. It sounds nice. Thank you very much for your help. That's all right. ",What is 'looking for a hotel.'?,gen,thank you,a family hotel,nearest one is next to the bank,small problem,3
2419,mutual-1128-triplet-6,0,What does 'my friend was bitten by a big bird once' cause?,"hi , jane . look at all the birds on the lake . wow , there are a lot of birds . they 're far more active than those at the zoo . they 're pretty , but be careful of them . my friend was bitten by a big bird once . and it really hurt . what ? how could that happen ? he was feeding some larger birds in a park , and one of them got angry and bit him . he should have stayed around the ducks . why is that ? is it because ducks eat less ? no , ducks are just nicer , and they do n't attack you if you stop feeding them . ",What does 'my friend was bitten by a big bird once' cause?,gen,be careful of them,ducks eat less,"hi , jane",really hurt,0
2196,mutual-0069-triplet-6,0,When does 'a whole bunch of other people' happen?,"are you going to take part in the school singing contest ? no , i do n't think so . why not ? you have a great voice and you sing at her local community center every sunday , do n't you ? thanks , well . yes , i do sing at the community center , but that is with a whole bunch of other people . i get really nervous singing in front of many people just by myself . ",When does 'a whole bunch of other people' happen?,gen,sing at the community center,singing,school singing contest,sing at her local community center every sunday,3
2974,dream-0179-triplet-5,0,Which goal motivates the act/action 'mobile phone'?,"How do you pay at the shops, Mary? Why? By cash or card, of course. Ever thought of your mobile phone? Is it possible? This time next year, perhaps. It's efficient. Everything is done in 0.2 second, to be exact. ",Which goal motivates the act/action 'mobile phone'?,gen,pay at the shops,possible,your mobile phone,efficient,3
3939,dream-0488-triplet-11,0,What is 'price is quite reasonable' similar to?,"Good evening, sir, ma'am. A table for two? No, thank you. But we have a small problem. Can you help us? Sure. We are looking for a hotel. Are there any hotels near here? Yes. The nearest one is next to the bank. It's quite modern. Do you think there're any cheap ones nearby? Yes. Drive west for about two minutes and you will find one opposite to a supermarket. It's a family hotel, very comfortable, and the price is quite reasonable. It sounds nice. Thank you very much for your help. That's all right. ",What is 'price is quite reasonable' similar to?,gen,nice,a family hotel,cheap,hotels,0
1102,mutual-0294-triplet-1,0,What is implied by 'five-day classes every week'?,"now we have five-day classes every week , so we have more spare time than before . how do you spend your time , timmy ? i have interest in playing the violin and i 'll continue to practice playing it . do you often take part in a concert ? yes , i like to listen to some music . at present , my major objective is to learn from others . do you like classical music or pop ? i like both . how do you spend your spare time then , lily ? playing the piano is my favorite activity . ",What is implied by 'five-day classes every week'?,gen,have more spare time,time,i like both,interest in playing the violin,0
2022,dream-0064-triplet-5,0,What is 'worked in a local toy store'?,"Excuse me,can I see the personnel manager? My name is Lucy Jordan. Oh, yes. Have a scat, please. Thank you. I come in answer to your ad for the saleswoman. Okay, what qualifications do you have for the toy store work? I once worked in a local toy store and my major is business administration. Are you familiar with the toys for children? Well, my nephew is 8 years old now and he always likes the toys I've bought for him. How soon would you be able to start work? As soon as possible. looking for a job",What is 'worked in a local toy store'?,gen,toys,looking for a job,How soon,qualifications,3
3470,dream-0811-triplet-3,0,What is 'enroll in it' obstructed by?,"Come in, come in! Can I help you? Professor Turner, are you giving your Advanced Geology course again next semester? Yes. I wonder if I could enroll in it, I know it's a graduate course and I'm only a junior, but... Aren't you a bit young? I've allowed qualified seniors to take the course and they usually have a hard time to keep up. I know, but the geology of the American West is my favorite interest and I've read a lot in the field. Last semester I took Professor Burman's course and I didn't find it challenging enough. I see. You certainly aren't one of those students who are out for easy grades. I should say not. I really want to learn something. Well, I'll speak to Professor Burman, if he thinks you're ready, I'll let you enroll. Oh, thanks. Prof. Turner, that's very nice of you. ",What is 'enroll in it' obstructed by?,gen,Come in,have a hard time to keep up,read a lot in the field,didn't find it challenging enough,1
2363,mutual-1077-triplet-2,0,What is implied by 'had high marks in math'?,"hi , alice . what are you doing ? i am looking at some old school photographs . can i have a look ? when was this photo taken ? that photo was taken more than 7 years ago . who is this girl ? that 's lily . at first i did n't like her because i thought that she was too serious . she always had high marks in math . one day i found that she was very friendly and helpful . then we became good friends . what does she do now ? i heard she went back to chicago and is now a teacher in a small town . ",What is implied by 'had high marks in math'?,gen,lily,old school photographs,she was too serious,look,2
3583,dream-0833-triplet-6,0,What desire is caused by 'crime films'?,"Do you feel like going to the cinema? Oh, yes. What kind of films do you like? Well, I like all sorts of films, but my favorite sorts are those like Star Wars. You know, the fantasy, special effect ones that you can escape into another world. I also like mystery film, do you like mystery films? Yes, but I don't like horror films because they really give me nightmares. I don't like horror films either. They're sort of stupid and unbelievable. I do like crime films, you know, where you can follow the detective and try to guess who the murderer is. What about a comedy or musical? No, I'm not interested. What about ringing up the ABC and find out what's on? Then we can decide. OK. That's definitely the best thing we ought to do because I haven't got an evening paper. ",What desire is caused by 'crime films'?,gen,guess who the murderer is,"fantasy, special effect ones that you can escape into another world",comedy,find out what's on,0
643,dream-0261-triplet-5,0,What does 'heard us coming' cause?,"Oh god! Look at the mess. Somebody's broken in. The back door's open. They mustn't have got in that way. I locked it. What about the windows? The bathroom window is open. Surely they must have climbed through that. Yeah. Wow, the television is gone. They must have had a car or a truck. My camera's here, but the radio's gone. Nothing else has been stolen. All your jeweler is here, but our daughter's toy is broken. Thank goodness. They can't have been here long. No, I think we must have disturbed them. They must have heard us coming and got out of the bathroom window quickly. Yes, well, hurry up. We'd better phone the police. thieves broke into the house carrying the television reporting the break in  stealing more things getting through backdoor",What does 'heard us coming' cause?,gen,broken,The back door's open,got out of the bathroom window quickly,can't have been here long,2
3956,dream-0491-triplet-8,0,What does 'matter of the fridge' cause?,"Good morning, I'm one of the students who rented your flat. It's 55 Park Road. Oh, yes. Everything all right? Not exactly. I'm afraid there are a couple of problems. Oh! I'm sorry to hear that. What kind of problems? Well, we haven't had any hot water for a couple of days now. I wonder if you could send someone to have a look at it. Of course. I'll get someone to come around at the weekend. Well, could he come around a bit sooner? I don't think we can manage until the weekend. I see. Okay. I'll send someone over this afternoon then. There's also the matter of the fridge. We all assumed there would be one in the flat when we moved in, because that's what we read from the advertisement in the newspaper. Ah, yes. Sorry about that. I got rid of the old fridge, but I didn't get around to ordering a new one yet. I'm really sorry. I'll order one today and get it delivered to you tomorrow. We bought one on the Internet actually. But could you pay us back? Of course. Just tell me how much you paid for it. It's 260 pounds. Thank you. ",What does 'matter of the fridge' cause?,gen,get someone to come around at the weekend,haven't had any hot water,problems,could he come around a bit sooner,2
3440,dream-0807-triplet-1,0,What desire is caused by 'birthday'?,"Can I help you? Yes, well, I bought this tie last week for my husband's birthday, and er...well he doesn't like it. Could I change it for something else, such as a shirt or a hat? Certainly, madam, provided that it hasn't been worn, and if you have the receipt. Yes, here it is. OK, er... this tie looks as if it were worn. I'm afraid I can't put that back on the shelf. Oh, that's a pity. ",What desire is caused by 'birthday'?,gen,have the receipt,Can I help you,change it for something else,bought this tie,3
2375,mutual-1085-triplet-1,0,What is 'watch' used for?,"hi , bob . what time is it now ? uh , you are wearing a watch , julia . my watch is never correct . it 's six . i always have the correct time on my mobile phone . although mobile phones are n't as convenient as watches , at least you always know the correct time . ",What is 'watch' used for?,gen,time,watch is never correct,watch,bob,0
1286,daily-dialogue-0067-triplet-1,0,What does 'work overtime' cause?,"Are you busy with your work ? Yes . What about you ? Yes , I'm very busy , too . Sometimes I work overtime . Then your salary must be high . Just so so . But we can travel twice every year . Is this time one of them ? Yes , we won't travel again until October . Really ? We have only one chance every year . ",What does 'work overtime' cause?,gen,travel twice every year,busy with your work,salary must be high,them,2
974,dream-0606-triplet-6,0,What is 'sports' a manner of?,"Hi, Laura. Where are you heading with that big bag? I'm offto the gym. I've got to stay in shape, you know. I know more women who exercise than men. What's the main reason you do that? For your health, or to look good? To be honest, for both. With women, good looks are always a very important consideration. I see. How about you? Do you get any regular exercise? I do a lot of walking for exercise and enjoyment-sometimes ten to twenty kilometers at a time-but I never go to the gym like you do. Well, walking is a good exercise. How about sports? Not since my school days. I used to love playing baseball, but it's impossible to get enough people together for a game now. Mostly I just watch sports on TV I play tennis fairly regularly with my friends and sometimes go swimming and cycling by myself. Oh, I forgot about that. I go cycling sometimes too. And I often go swimming on vacation, but only recreational swimming. Why don't you join me at the gym sometime? Well, maybe someday, but I'm pretty lazy about things like that. carry water and towel to the gym do exercise together",What is 'sports' a manner of?,gen,good looks,Not since my school days,stay in shape,exercise,3
1484,daily-dialogue-0143-triplet-1,0,What does 'out of service' cause?,"Awful ! My cell phone is out of service again . Fred , can you lend me some money ? How much do you want ? 200yuan . I bought a computer online , so I have to pay the mortgage . I am so sorry to hear that . Is that enough ? It's so nice of you . You really make my day . Forget it ! We seemingly need to gather money little by little . What you said is absolutely right . I will pay you back as soon as I get back on my feet . No rush . You can give it back whenever you have it . need repairment lend the money",What does 'out of service' cause?,gen,enough,lend me some money,give it back,need repairment,3
3399,dream-0448-triplet-5,0,What is implied by 'limiting the production of goods that can be used only once'?,"Do you collect cola cans, Steve? No. Why do you ask? You have so many empty cans here. Well, my mum wants me to keep all the cans, so that we can sell them after a while. Aha, you are going to make a millionaire of yourself sooner or later with all those cans. You bet I will. Well, that's not the point. The point is we separate reusable things from other rubbish. We have to pay the dustman for dealing with rubbish, but if we sell him these cans and other reusable material we pay less. That sounds a clever idea. Now what are reused in China? Metal, plastic, paper, books and the like. Just as we do back home in the States. And to avoid waste, the government is limiting the production of goods that can be used only once, such as bamboo chopsticks. For example, all the fast food boxes should be made of paper instead of non-reusable material. That will surely be helpful for a clean environment. ",What is implied by 'limiting the production of goods that can be used only once'?,gen,empty cans,have to pay the dustman for dealing with rubbish,clean environment,should be made of paper,2
1730,daily-dialogue-0467-triplet-1,0,What does 'went into labor' cause?,"Did you hear the news ? What happened ? Our cousin went into labor and had her baby last week . She did ? Why didn't anyone tell me ? I would've thought that somebody would have told you . No , I had no idea . Well , she did , her baby was 8 pounds 6 ounces . Oh my God , that's great ! Are you going to go and visit her and the baby ? I think that I might . Good ! I just thought I'd let you know . Thanks for telling me . ",What does 'went into labor' cause?,gen,her baby,Thanks for telling me,Why didn't anyone tell me,baby,3
4220,mutual-0229-triplet-1,0,What does 'louder' cause?,"could you turn down the music a bit ? it 's louder than the planes flying overhead . i ca n't even hear myself think . oh , sorry . i did n't know it was that loud . ",What does 'louder' cause?,gen,hear myself think,turn down the music,it was that loud,sorry,1
1230,daily-dialogue-0035-triplet-1,0,What does 'those buses run every 10 minutes' cause?,"Ann , let's go , or we will be late . What time is it ? It is already 10:25 . Well , we still have about 15 minutes . What time did you say the train is leaving ? 12:05 . And it takes only 20 minutes to get to the station by bus . Yes , but what will happen if the bus is late ? Relax , those buses run every 10 minutes , so we have plenty of time . ( still on the bus . ) What time is it ? It is a quarter to twelve . Oh dear , we will miss our train . ",What does 'those buses run every 10 minutes' cause?,gen,get to the station by bus,we have plenty of time,the bus is late,we will be late,1
2638,dream-0101-triplet-1,0,What desire is caused by 'suffering from a fever'?,"Good morning. Anything wrong? I've been suffering from a fever since yesterday. Do you have any other problems? Like a headache or cough? No, I don't. I think it's only a fever. Let me check... It's 39 degrees. I'll give you some medicine. Thank you, doctor. You'd better take two or three days' rest. Thanks. This medicine is for one day only. Take two pills as soon as you get home, and another two before going to bed. I see. Thank you. ",What desire is caused by 'suffering from a fever'?,gen,Thank you,suffering from a fever,give you some medicine,Take two pills,2
1216,daily-dialogue-0025-triplet-1,0,What does 'check out before 15:00' cause?,Am I allowed to check out at 14:00 ? Certainly . Will there be any late charge ? No.sir . If only you check out before 15:00 Thank you . ,What does 'check out before 15:00' cause?,gen,allowed to check out,late charge,check out before 15:00,.sir,1
4026,dream-0497-triplet-10,0,What prerequisite does 'we've got it' have?,"Good morning, madam. Good morning. I wonder if you can help. I've lost my coat. Where did you lose it, madam? Er... I left it on a bus yesterday morning. Can you describe it? Is it a raincoat? No. It's a long white overcoat. It's got a belt, and one of those thick furry collars that keep your ears warm. It's a very nice coat, actually. Hmm. I'm afraid we haven't got anything like that, madam. Sorry. But, may I have your name and your telephone number? We'll contact you as soon as we've got it. ",What prerequisite does 'we've got it' have?,gen,contact you,your name and your telephone number,help,long white overcoat,0
1889,dream-0034-triplet-9,0,What does 'a very difficult age' cause?,"David, we shouldn't sit here doing nothing. Why not? It's Saturday afternoon, isn't it? Yes, but there's so much to do around the house. It can wait. We ought to finish washing down the kitchen walls and cupboards. We can do that tomorrow. We don't have to do it today. All right. That's a good idea. Talking about washing down the kitchen-where's Bob? He's having lunch with Georgia. What! Again? He should be back soon. He shouldn't spend so much time with that girl. You must be patient, David. Nineteen's a very difficult age, you know? Yes, I know. But he ought to be studying more. B is the parent of Bob Georgia is far away",What does 'a very difficult age' cause?,gen,kitchen walls,shouldn't spend so much time,be patient,shouldn't sit here doing nothing,2
